"filename", "language", "C++", "CMake", "Markdown", "Python", "Verilog", "Tcl", "Rust", "Shell Script", "YAML", "Xilinx Design Constraints", "System Verilog", "Synopsys Design Constraints", "VHDL", "JSON", "XML", "Batch", "C", "Objective-C++", "Objective-C", "GLSL", "Properties", "reStructuredText", "PostCSS", "pip requirements", "Ini", "HTML", "SCSS", "comment", "blank", "total"
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/QtPropertyBrowser/src/qtpropertybrowserutils_p.h", "C++", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 23, 163
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/QtPropertyBrowser/src/qtpropertymanager.cpp", "C++", 3503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2130, 806, 6439
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/QtPropertyBrowser/src/qtpropertymanager.h", "C++", 602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 110, 750
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/QtPropertyBrowser/src/qttreepropertybrowser.cpp", "C++", 777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 145, 1126
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/QtPropertyBrowser/src/qttreepropertybrowser.h", "C++", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 28, 143
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/QtPropertyBrowser/src/qtvariantproperty.cpp", "C++", 1507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 644, 213, 2364
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/QtPropertyBrowser/src/qtvariantproperty.h", "C++", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 23, 191
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/.github/FUNDING.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/.github/ISSUE_TEMPLATE/bug_report.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 82
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/.github/actions/setup_test/action.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 185
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/.github/scripts/determine_compiler.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 60
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/.github/workflows/gh-pages.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 63
